Employee ID,Office Location,Department,Idea Submission Date,Idea Title,Idea Category,Number of Votes,Collaboration Status,Approval Status,Implementation Status,Security Concern Flag
1e151c79,USA,Urban Development,10/10/2024,Idea 2545,Renewable Energy,40,Single Contributor,Rejected,Not Started,Yes
e663ac62,Australia,Infrastructure,12/12/2024,Idea 2546,Water Management,78,Single Contributor,Pending,Not Started,No
aa85b476,India,Renewable Energy,16/12/2023,Idea 2547,Carbon Capture,63,Cross-Regional Team,Pending,Not Started,Yes
8440c924,China,Renewable Energy,27/05/2023,Idea 2548,Water Management,196,Single Contributor,Approved,Completed,No
a679ce19,Canada,Research,11/06/2024,Idea 2549,Renewable Energy,91,Cross-Regional Team,Approved,In Progress,No
beb23d3b,Mexico,Infrastructure,19/01/2024,Idea 2550,Sustainable Transport,277,Single Contributor,Rejected,Not Started,No
d662993f,Canada,Environmental Policy,18/10/2024,Idea 2551,Water Management,227,Single Contributor,Pending,Not Started,No
46274d7b,UK,Environmental Policy,20/04/2023,Idea 2552,Circular Economy,249,Cross-Regional Team,Rejected,Not Started,No
c9c5b466,China,Environmental Policy,18/12/2024,Idea 2553,Circular Economy,100,Single Contributor,Pending,Not Started,No
081f042c,Mexico,Infrastructure,09/08/2023,Idea 2554,Water Management,170,Single Contributor,Rejected,Not Started,No
6f7316ea,USA,Infrastructure,05/04/2023,Idea 2555,Renewable Energy,443,Cross-Regional Team,Rejected,Not Started,No
dc8f9a6a,USA,Renewable Energy,05/07/2024,Idea 2556,Carbon Capture,40,Single Contributor,Pending,Not Started,No
486a08d8,Germany,Urban Development,29/12/2023,Idea 2557,Sustainable Transport,343,Cross-Regional Team,Approved,Not Started,No
3c2ff53f,Mexico,Infrastructure,12/12/2024,Idea 2558,Carbon Capture,229,Single Contributor,Rejected,Not Started,No
4f81ff0e,China,Infrastructure,10/01/2024,Idea 2559,Smart Cities,497,Single Contributor,Approved,In Progress,No
c1aa2c78,Australia,Technology,10/04/2023,Idea 2560,Circular Economy,125,Single Contributor,Pending,Not Started,No
aa28c5a3,Australia,Urban Development,06/12/2023,Idea 2561,Circular Economy,182,Single Contributor,Pending,Not Started,No
43463188,Australia,Environmental Policy,30/06/2024,Idea 2562,Carbon Capture,19,Cross-Regional Team,Approved,Not Started,No
a6238764,Australia,Renewable Energy,19/03/2024,Idea 2563,Water Management,469,Cross-Regional Team,Approved,Completed,No
55f7d1c5,UK,Renewable Energy,28/02/2025,Idea 2564,Renewable Energy,484,Single Contributor,Pending,Not Started,No
ce886c9d,Canada,Renewable Energy,10/02/2024,Idea 2565,Circular Economy,195,Cross-Regional Team,Pending,Not Started,No
78275cce,Brazil,Infrastructure,24/06/2023,Idea 2566,Renewable Energy,47,Single Contributor,Approved,Completed,No
a3902a70,India,Renewable Energy,19/04/2023,Idea 2567,Sustainable Transport,17,Single Contributor,Approved,In Progress,No
8f33511f,USA,Research,12/11/2024,Idea 2568,Carbon Capture,209,Cross-Regional Team,Pending,Not Started,No
d01d21ea,India,Environmental Policy,16/12/2024,Idea 2569,Renewable Energy,419,Single Contributor,Pending,Not Started,No
55ec483c,USA,Technology,11/07/2024,Idea 2570,Renewable Energy,352,Cross-Regional Team,Approved,Completed,No
322ebd99,Brazil,Research,21/06/2023,Idea 2571,Sustainable Transport,411,Cross-Regional Team,Rejected,Not Started,No
0626cd98,France,Technology,16/03/2024,Idea 2572,Renewable Energy,344,Single Contributor,Rejected,Not Started,No
be71d545,Brazil,Technology,20/01/2025,Idea 2573,Renewable Energy,500,Single Contributor,Rejected,Not Started,No
251d62cc,Mexico,Environmental Policy,02/01/2025,Idea 2574,Carbon Capture,460,Cross-Regional Team,Approved,Not Started,No
ea615461,China,Environmental Policy,08/10/2024,Idea 2575,Smart Cities,80,Single Contributor,Approved,Completed,No
7c0e50a9,India,Renewable Energy,27/09/2024,Idea 2576,Sustainable Transport,90,Cross-Regional Team,Rejected,Not Started,No
2c50534c,France,Renewable Energy,21/12/2023,Idea 2577,Circular Economy,293,Cross-Regional Team,Rejected,Not Started,No
2ba43459,UK,Renewable Energy,27/02/2024,Idea 2578,Smart Cities,60,Cross-Regional Team,Rejected,Not Started,No
46e6b2e7,Canada,Renewable Energy,06/10/2023,Idea 2579,Carbon Capture,272,Single Contributor,Approved,In Progress,No
33f82c36,France,Research,10/08/2024,Idea 2580,Sustainable Transport,289,Cross-Regional Team,Pending,Not Started,No
e6ce6155,South Africa,Research,05/10/2023,Idea 2581,Circular Economy,417,Single Contributor,Pending,Not Started,Yes
0444e5b4,France,Environmental Policy,19/05/2024,Idea 2582,Circular Economy,131,Cross-Regional Team,Approved,Not Started,No
15a3cb09,Brazil,Environmental Policy,19/11/2024,Idea 2583,Circular Economy,382,Cross-Regional Team,Approved,Completed,No
4f3f7e19,China,Renewable Energy,25/08/2024,Idea 2584,Water Management,396,Cross-Regional Team,Approved,Completed,No
47f7a94d,Japan,Infrastructure,15/05/2024,Idea 2585,Smart Cities,453,Single Contributor,Pending,Not Started,No
3b893afe,China,Urban Development,04/11/2023,Idea 2586,Smart Cities,110,Single Contributor,Pending,Not Started,No
267fe130,India,Technology,06/07/2023,Idea 2587,Carbon Capture,347,Cross-Regional Team,Approved,In Progress,No
bc26eb5e,Mexico,Infrastructure,06/05/2024,Idea 2588,Carbon Capture,230,Single Contributor,Pending,Not Started,No
d7906e5b,Japan,Infrastructure,29/09/2024,Idea 2589,Carbon Capture,497,Cross-Regional Team,Pending,Not Started,No
e4f32b86,USA,Research,17/09/2023,Idea 2590,Water Management,65,Cross-Regional Team,Pending,Not Started,No
9a5a6d01,Canada,Technology,01/05/2024,Idea 2591,Sustainable Transport,214,Cross-Regional Team,Approved,Not Started,No
40ceb746,UK,Research,11/10/2023,Idea 2592,Sustainable Transport,448,Cross-Regional Team,Rejected,Not Started,No
39b1d694,UK,Urban Development,14/09/2023,Idea 2593,Sustainable Transport,401,Single Contributor,Approved,In Progress,No
7a23349b,Canada,Urban Development,10/05/2024,Idea 2594,Water Management,426,Single Contributor,Approved,Completed,No
77e7747a,Japan,Renewable Energy,05/09/2023,Idea 2595,Circular Economy,488,Single Contributor,Rejected,Not Started,No
c8d6b363,South Africa,Renewable Energy,29/07/2024,Idea 2596,Smart Cities,420,Cross-Regional Team,Pending,Not Started,No
d1036a8a,UK,Technology,29/12/2024,Idea 2597,Water Management,3,Cross-Regional Team,Rejected,Not Started,No
77e74ec0,Germany,Urban Development,21/10/2024,Idea 2598,Water Management,217,Cross-Regional Team,Approved,Completed,No
76b3f71b,China,Technology,07/01/2024,Idea 2599,Renewable Energy,355,Cross-Regional Team,Rejected,Not Started,No
d42c5458,South Africa,Research,27/10/2023,Idea 2600,Circular Economy,4,Single Contributor,Rejected,Not Started,No
7463cca4,China,Renewable Energy,24/01/2025,Idea 2601,Water Management,423,Single Contributor,Pending,Not Started,No
a0efe360,Mexico,Urban Development,27/05/2024,Idea 2602,Water Management,95,Cross-Regional Team,Approved,In Progress,No
9.46E+98,Canada,Environmental Policy,30/06/2023,Idea 2603,Sustainable Transport,61,Single Contributor,Rejected,Not Started,No
b61e644e,China,Urban Development,19/07/2023,Idea 2604,Renewable Energy,220,Cross-Regional Team,Approved,Completed,No
2d3cad82,South Africa,Technology,13/08/2024,Idea 2605,Sustainable Transport,196,Cross-Regional Team,Pending,Not Started,Yes
d23f66d5,Canada,Infrastructure,04/01/2025,Idea 2606,Smart Cities,84,Single Contributor,Rejected,Not Started,No
999cd990,France,Urban Development,22/04/2023,Idea 2607,Smart Cities,53,Single Contributor,Pending,Not Started,No
030e9eed,China,Research,06/03/2025,Idea 2608,Sustainable Transport,189,Cross-Regional Team,Rejected,Not Started,No
e8bbab83,China,Infrastructure,16/10/2024,Idea 2609,Sustainable Transport,384,Single Contributor,Pending,Not Started,Yes
9771d08d,France,Infrastructure,04/09/2023,Idea 2610,Renewable Energy,410,Cross-Regional Team,Rejected,Not Started,No
26c04e30,Australia,Environmental Policy,09/09/2023,Idea 2611,Sustainable Transport,93,Cross-Regional Team,Rejected,Not Started,No
dcfc0d0b,India,Urban Development,04/02/2024,Idea 2612,Water Management,287,Cross-Regional Team,Pending,Not Started,No
8520810e,France,Research,25/07/2024,Idea 2613,Carbon Capture,198,Single Contributor,Pending,Not Started,No
7f67d7e4,Germany,Infrastructure,26/10/2024,Idea 2614,Sustainable Transport,16,Single Contributor,Pending,Not Started,No
b850ecb8,Japan,Environmental Policy,11/04/2023,Idea 2615,Renewable Energy,140,Cross-Regional Team,Pending,Not Started,No
bacf663b,Canada,Research,27/02/2025,Idea 2616,Sustainable Transport,352,Single Contributor,Rejected,Not Started,No
aa1d0f51,India,Renewable Energy,10/05/2023,Idea 2617,Carbon Capture,469,Cross-Regional Team,Rejected,Not Started,No
928828b7,India,Technology,26/04/2024,Idea 2618,Circular Economy,4,Single Contributor,Approved,Completed,No
4ab90b07,France,Urban Development,14/01/2024,Idea 2619,Circular Economy,377,Single Contributor,Rejected,Not Started,Yes
23254457,UK,Technology,04/04/2024,Idea 2620,Sustainable Transport,257,Cross-Regional Team,Rejected,Not Started,No
fc37edf1,USA,Renewable Energy,02/02/2024,Idea 2621,Carbon Capture,145,Cross-Regional Team,Rejected,Not Started,No
0cc9e614,South Africa,Renewable Energy,20/08/2024,Idea 2622,Carbon Capture,306,Cross-Regional Team,Rejected,Not Started,No
bb149108,South Africa,Technology,04/01/2024,Idea 2623,Renewable Energy,108,Single Contributor,Approved,Not Started,No
2794bee7,UK,Environmental Policy,29/10/2024,Idea 2624,Circular Economy,166,Cross-Regional Team,Rejected,Not Started,No
b7bcc993,China,Renewable Energy,11/03/2023,Idea 2625,Smart Cities,249,Cross-Regional Team,Rejected,Not Started,No
513d11ae,Mexico,Urban Development,19/10/2024,Idea 2626,Smart Cities,380,Single Contributor,Approved,Not Started,No
ceeab4ef,UK,Research,14/01/2025,Idea 2627,Water Management,230,Single Contributor,Pending,Not Started,No
3f613778,Mexico,Infrastructure,07/07/2023,Idea 2628,Smart Cities,195,Cross-Regional Team,Approved,Not Started,No
ed52bb5d,USA,Infrastructure,07/07/2023,Idea 2629,Renewable Energy,417,Single Contributor,Rejected,Not Started,No
0a87ebf6,Brazil,Environmental Policy,18/03/2023,Idea 2630,Carbon Capture,190,Single Contributor,Approved,In Progress,No
e8fb9af7,Australia,Environmental Policy,22/08/2023,Idea 2631,Carbon Capture,203,Single Contributor,Rejected,Not Started,No
4871083d,Canada,Environmental Policy,05/12/2024,Idea 2632,Water Management,460,Single Contributor,Pending,Not Started,No
acb2b40a,China,Infrastructure,04/10/2024,Idea 2633,Water Management,476,Cross-Regional Team,Pending,Not Started,No
2378cc86,Australia,Research,31/08/2023,Idea 2634,Carbon Capture,89,Single Contributor,Approved,In Progress,No
9e8fe988,Canada,Infrastructure,02/04/2024,Idea 2635,Circular Economy,5,Cross-Regional Team,Approved,Not Started,No
98d8ce62,South Africa,Environmental Policy,29/05/2024,Idea 2636,Water Management,468,Single Contributor,Rejected,Not Started,No
0b351d29,India,Renewable Energy,22/01/2025,Idea 2637,Carbon Capture,407,Single Contributor,Rejected,Not Started,No
dc6fc487,South Africa,Infrastructure,10/05/2023,Idea 2638,Carbon Capture,78,Single Contributor,Rejected,Not Started,No
68132fe0,France,Research,28/08/2023,Idea 2639,Smart Cities,181,Single Contributor,Approved,In Progress,No
7b322451,Germany,Research,02/02/2024,Idea 2640,Renewable Energy,305,Single Contributor,Pending,Not Started,No
abc98d48,USA,Technology,12/09/2023,Idea 2641,Sustainable Transport,119,Single Contributor,Approved,Completed,No
5c83f5d2,Germany,Urban Development,27/01/2025,Idea 2642,Circular Economy,468,Cross-Regional Team,Pending,Not Started,No
3a49d312,South Africa,Research,11/05/2024,Idea 2643,Renewable Energy,142,Cross-Regional Team,Pending,Not Started,No
bd1f67af,Canada,Technology,04/04/2024,Idea 2644,Smart Cities,241,Cross-Regional Team,Rejected,Not Started,No
ea5d02c7,Australia,Renewable Energy,16/02/2025,Idea 2645,Water Management,191,Single Contributor,Approved,In Progress,No
23026673,South Africa,Infrastructure,06/09/2024,Idea 2646,Carbon Capture,37,Cross-Regional Team,Rejected,Not Started,No
42dff764,Mexico,Environmental Policy,17/01/2024,Idea 2647,Renewable Energy,261,Cross-Regional Team,Rejected,Not Started,No
75cb8165,Japan,Urban Development,15/01/2025,Idea 2648,Water Management,383,Single Contributor,Approved,Not Started,No
fd643448,Mexico,Renewable Energy,29/09/2023,Idea 2649,Carbon Capture,124,Single Contributor,Rejected,Not Started,No
2139ae3d,Australia,Renewable Energy,30/09/2023,Idea 2650,Renewable Energy,16,Single Contributor,Rejected,Not Started,No
76f9051d,Australia,Infrastructure,10/03/2023,Idea 2651,Sustainable Transport,1,Single Contributor,Approved,Not Started,No
b9c6c7f1,USA,Technology,07/08/2023,Idea 2652,Smart Cities,338,Single Contributor,Approved,Completed,No
6a25d10c,France,Environmental Policy,20/02/2025,Idea 2653,Renewable Energy,92,Single Contributor,Approved,Not Started,No
d0a9d6ce,Japan,Research,19/11/2023,Idea 2654,Circular Economy,385,Cross-Regional Team,Rejected,Not Started,No
3ab0eb10,Mexico,Research,05/07/2023,Idea 2655,Renewable Energy,112,Cross-Regional Team,Pending,Not Started,No
9d80b872,India,Renewable Energy,10/12/2024,Idea 2656,Carbon Capture,437,Cross-Regional Team,Rejected,Not Started,No
7238eb4e,Brazil,Renewable Energy,06/03/2025,Idea 2657,Smart Cities,481,Cross-Regional Team,Pending,Not Started,Yes
7be7964b,Mexico,Urban Development,19/09/2023,Idea 2658,Carbon Capture,283,Single Contributor,Approved,Completed,No
5b9d09a3,Australia,Urban Development,08/01/2024,Idea 2659,Carbon Capture,222,Cross-Regional Team,Pending,Not Started,Yes
f31a7098,Germany,Infrastructure,24/03/2023,Idea 2660,Water Management,220,Single Contributor,Approved,Completed,Yes
30349ebf,China,Environmental Policy,09/04/2024,Idea 2661,Carbon Capture,370,Single Contributor,Rejected,Not Started,No
c95e1e95,France,Infrastructure,09/11/2024,Idea 2662,Water Management,204,Single Contributor,Rejected,Not Started,No
6d9dde1f,Australia,Renewable Energy,29/08/2023,Idea 2663,Renewable Energy,39,Cross-Regional Team,Pending,Not Started,No
b1e3116e,South Africa,Urban Development,06/08/2023,Idea 2664,Renewable Energy,158,Cross-Regional Team,Pending,Not Started,No
b8a0d14d,UK,Research,16/02/2025,Idea 2665,Circular Economy,76,Cross-Regional Team,Rejected,Not Started,No
a5e4b7f7,China,Urban Development,25/01/2024,Idea 2666,Circular Economy,461,Single Contributor,Rejected,Not Started,No
92a65787,Mexico,Renewable Energy,17/07/2024,Idea 2667,Circular Economy,341,Single Contributor,Approved,In Progress,No
e90c9865,Japan,Environmental Policy,14/05/2024,Idea 2668,Renewable Energy,401,Cross-Regional Team,Pending,Not Started,No
5b5255da,Canada,Research,12/03/2024,Idea 2669,Water Management,312,Single Contributor,Approved,Not Started,No
0628bc2f,Germany,Urban Development,02/08/2024,Idea 2670,Circular Economy,329,Cross-Regional Team,Rejected,Not Started,No
7739467e,Germany,Technology,14/11/2023,Idea 2671,Circular Economy,157,Cross-Regional Team,Approved,Completed,No
a0f4fcdc,Germany,Environmental Policy,12/05/2023,Idea 2672,Circular Economy,433,Cross-Regional Team,Rejected,Not Started,No
3f6ef5b0,USA,Environmental Policy,16/11/2024,Idea 2673,Renewable Energy,314,Single Contributor,Pending,Not Started,No
4b6a045e,Japan,Renewable Energy,16/12/2024,Idea 2674,Carbon Capture,236,Cross-Regional Team,Approved,Completed,No
90b60acf,UK,Research,27/10/2023,Idea 2675,Water Management,307,Cross-Regional Team,Pending,Not Started,No
b4698914,India,Environmental Policy,21/03/2024,Idea 2676,Sustainable Transport,203,Single Contributor,Rejected,Not Started,No
6e40f08e,Canada,Environmental Policy,09/03/2024,Idea 2677,Smart Cities,291,Cross-Regional Team,Pending,Not Started,No
e870e4ae,Mexico,Environmental Policy,05/10/2023,Idea 2678,Sustainable Transport,440,Single Contributor,Rejected,Not Started,No
8baa68a6,UK,Technology,03/03/2025,Idea 2679,Smart Cities,312,Cross-Regional Team,Approved,Completed,No
ede78145,Australia,Research,02/05/2023,Idea 2680,Water Management,82,Cross-Regional Team,Rejected,Not Started,No
282a548c,France,Renewable Energy,05/03/2024,Idea 2681,Sustainable Transport,460,Cross-Regional Team,Rejected,Not Started,No
80e7c45c,Japan,Urban Development,17/02/2025,Idea 2682,Sustainable Transport,422,Single Contributor,Pending,Not Started,No
5c53acf8,Australia,Urban Development,07/12/2023,Idea 2683,Circular Economy,219,Single Contributor,Approved,In Progress,No
48c842e0,France,Research,23/07/2023,Idea 2684,Smart Cities,100,Cross-Regional Team,Pending,Not Started,No
a9a4d578,Canada,Urban Development,15/02/2025,Idea 2685,Smart Cities,159,Cross-Regional Team,Rejected,Not Started,No
264ab0b5,Japan,Research,25/03/2023,Idea 2686,Water Management,421,Cross-Regional Team,Approved,Not Started,No
3f49c2c4,USA,Renewable Energy,26/11/2023,Idea 2687,Renewable Energy,32,Single Contributor,Pending,Not Started,No
5c066887,France,Infrastructure,15/03/2024,Idea 2688,Smart Cities,259,Single Contributor,Pending,Not Started,No
b5466ca9,Canada,Infrastructure,25/12/2024,Idea 2689,Renewable Energy,455,Single Contributor,Approved,Completed,No
06763ea6,South Africa,Infrastructure,29/07/2024,Idea 2690,Carbon Capture,458,Single Contributor,Rejected,Not Started,No
f3e43163,South Africa,Research,13/05/2023,Idea 2691,Renewable Energy,222,Single Contributor,Approved,Completed,No
7f83ea31,Canada,Environmental Policy,29/08/2024,Idea 2692,Smart Cities,79,Single Contributor,Rejected,Not Started,No
3568f8e5,Australia,Renewable Energy,03/03/2024,Idea 2693,Circular Economy,276,Single Contributor,Pending,Not Started,No
db6a7cbc,Japan,Research,04/05/2024,Idea 2694,Smart Cities,331,Cross-Regional Team,Approved,Completed,No
d28d62ac,India,Urban Development,09/03/2023,Idea 2695,Smart Cities,153,Cross-Regional Team,Rejected,Not Started,No
6cadec6f,Mexico,Urban Development,09/03/2024,Idea 2696,Sustainable Transport,232,Cross-Regional Team,Pending,Not Started,Yes
